EmployeeID,Name,HighestDegree,Division,DivisionAddress,DivisionPhone,PersonalAddress,Email,PhoneNumber,Department,DepartmentDescription,JobTitle,JobDescription,Salary,Birthdate,SocialSecurity
286929,Barbara Sarah Wilkinson,HS,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"14862 Smith Loaf Suite 903, South Kristinstad, CA 72333",barbara_wilkinson_164@klb.com,201-647-0590,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",26115.72,1979.02.28,688 70 1082
274009,Amber Mary Armstrong,AB,SOUTH DIVISION,"456 South Ave, Austin, TX 73301",(512)555-6789,"558 Hernandez Lights Apt. 862, Port Kellyfort, TX 57471",amber_armstrong_147@klb.com,001-747-423-2102,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 4,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",31288.12,1971.10.25,675/63/0913
232379,Laurie Carol Martin,HS,WEST DIVISION,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"3386 Lopez Fields, Karenview, CA 32688",LAURIE_MARTIN_147@KLB.COM,(659)666-2342x19001,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 3,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",28928.28,1995.08.24,382/68/8584
431203,Sharon Kathleen Mccormick,BA,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"32420 Allen Circle, Allenland, CA 75756",sharon_mccormick_117@klb.com,706-397-1363,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 4,"Provides administrative support within the West Division, assisting with scheduling, documentation, and communication tasks.",41175.39,4/16/1970,866-39-2409
261740,Fernando Alex Lucas,CTE,EAST DIVISION,"789 EAST BLVD, ALBANY, NY 12201",(518)555-1234,"4071 Campbell Locks, Bauermouth, NY 60021",FERNANDO_LUCAS_187@KLB.COM,859-975-4149x2120,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 3,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",28827.57,12/5/1969,893 51 9346
276854,Col Clayton Gary Guzman,CTE,NORTH DIVISION,"123 NORTH ST, SPRINGFIELD, IL 62701",(217)555-1234,"896 Anderson Circle Suite 506, Taylorberg, IL 30754",col_clayton_gary_guzman_199@klb..com,(808)435-2339x1998,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 2,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE NORTH DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",32574.58,10/12/2001,725 62 0505
425965,ANTHONY KEVIN WILCOX,HS,CENTRAL DIVISION,"202 Main St, Columbus, OH 43085",(916)555-6789,"618 Kaitlyn Points Apt. 559, West Jeffreyland, OH 15491",ANTHONY_WILCOX_121@KLB.COM,001-272-845-6051x820,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 5,"Provides administrative support within the Central Division, assisting with scheduling, documentation, and communication tasks.",44186.26,1971.11.08,828/58/8411
220650,Prv Amanda Hannah Garcia,CTE,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"1187 RACHEL TERRACE, STEPHENBERG, CA 59460",prv_amanda_hannah_garcia_176@klb.com,001-336-465-3662x354,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",33494.57,6/25/1992,419/46/5186
279732,Monica Joan Bailey,AB,North Division,"123 NORTH ST, SPRINGFIELD, IL 62701",(217)555-1234,"8146 Kerri Avenue Suite 854, Port Vanessa, IL 88469",MONICA_BAILEY_188@KLB.COM,(411)258-7916x275,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 9,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",41673.93,1987.09.08,162 88 5859
237455,Larry Daniel Avery,GED,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"4879 Mcdonald Loaf, Port Donald, IL 97372",larry_avery_157@klb.com,226.504.4909x2522,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 3,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE NORTH DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",33828.99,1971.06.25,582/72/9074
256264,Elizabeth Anita Manning,AB,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"270 Martinez Crossroad, Sandersshire, NY 09174",elizabeth_manning_152@klb.com,+1-569-588-8627x01853,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 2,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",33613.16,8/14/1981,421-14-6327
234178,Lisa Amy Cole,BS,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"525 Gary Run Suite 533, New Angela, OH 73207",LISA_COLE_102@KLB.COM,001-317-849-6401,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",27478.22,7/11/1991,799/36/4560
161616,Prof Christopher Ryan Mendoza,AB,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"30679 Rice Squares Apt. 201, Nixonberg, OH 67818",prof_christopher_ryan_mendoza_125@klb.com,001-721-953-7423x45188,HR,Manage all human resource need of the organization,HR SPECIALIST 2,"Manages recruitment and onboarding, supports employee relations, and maintains compliance with labor laws as Specialist 2.",34334.12,7/17/1999,248-61-5349
250361,Carrie Megan Randolph,AB,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"586 Jason Way, Lake David, IL 38736",CARRIE_RANDOLPH_103@KLB.COM,001-822-864-1014x42305,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",31832.3,1992.01.26,774 57 7406
275150,Jeffrey Michael Osborne,BS,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"6400 Donald Passage Suite 346, North Andre, CA 97918",JEFFREY_OSBORNE_111@KLB.COM,310-411-9167,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 1,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",28630.89,1989.07.04,243/21/5550
363381,Adm Amy Joanna Carter,BS,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"52167 Hill Manor Suite 290, Williamston, TX 89237",adm_amy_joanna_carter_197@klb..com,(672)296-6281x998,ENGINEERING,,Engineer Level 2,"Works on technical projects, ensures compliance with safety standards, and provides engineering solutions as Engineer Level 2.",112977.87,1975.11.11,829-41-4275
296767,JOHN ALEX FORD,GED,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"76889 Raymond Mountains Apt. 817, Lake Renee, TX 77674",john_ford_132@klb.com,4712000579,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 6,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",37477.74,4/28/1984,605 81 2258
290183,Patricia Shirley Wells,HS,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"1421 Brown Prairie, West Michaelstad, CA 85731",PATRICIA_WELLS_132@KLB.COM,,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 4,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",37890.12,8/6/2000,141 76 9803
257414,Randy Thomas Davila,CTE,North Division,"123 NORTH ST, SPRINGFIELD, IL 62701",(217)555-1234,"7716 BARRY LODGE, EAST TERRI, IL 18533",randy_davila_199@klb.com,001-448-827-2105x86830,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 6,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",34285.93,7/20/1971,102 45 5741
297876,Jonathan Donald Bryant,AB,WEST DIVISION,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"077 Ryan Crossroad Apt. 817, South Edwinshire, CA 25225",JONATHAN_BRYANT_152@KLB..COM,379.243.6993,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",28449.53,1971.05.31,860 15 9754
248913,Michelle Vanessa Gonzales,HS,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"895 Michelle Drive, Heatherland, IL 65545",michelle_vanessa_gonzales_103@klb.com,7137588121,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE NORTH DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",29315.82,12/6/1992,138-34-9162
206156,Robert Stephen Greer,MS,CENTRAL DIVISION,"202 MAIN ST, COLUMBUS, OH 43085",(916)555-6789,"23169 Anthony Point, Gonzalesmouth, OH 85320",robert_greer_117@klb.com,(545)614-7430x84573,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Manager Level 2,"Leads teams to improve performance, manages operational costs, and implements process optimizations as Operations Manager Level 2.",113929.64,9/14/1971,015/54/1537
273675,Christopher John Vance,MBA,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"742 GONZALEZ PLACE APT. 799, ONEILLSIDE, TX 81099",christopher_vance_140@klb.com,818.679.0746x04189,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Manager Level 1,"Leads teams to improve performance, manages operational costs, and implements process optimizations as Operations Manager Level 1.",102588.2,10/7/1964,401 26 1163
298087,Kelly Patricia Brown,AB,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"322 Knight Fall, South Deanna, CA 34428",kelly_brown_182@klb.com,-6539,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 2,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE WEST DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",31271.59,1/2/2002,608-85-7164
276706,Diane Chelsea Hall,AB,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"21491 Charles Center, New Mackenzieshire, IL 44994",DIANE_HALL_172@KLB.COM,421.305.9784,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 1,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",35937.56,1989.01.23,669-32-5304
321292,James Brett Mendez,BS,West Division,"101 WEST DR, SACRAMENTO, CA 94203",(916)555-5678,"3693 BELL STRAVENUE SUITE 184, PORT LISASHIRE, CA 27700",JAMES_MENDEZ_155@KLB.COM,(345)331-2894x9130,Engineering,Develop and maintain product design specifications and manufacturing protocols.,Engineer Level 5,,105874.12,11/23/1975,712/56/9054
439522,RODNEY CAMERON PEREZ,BS,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"87385 Brown Trafficway, Jamieville, CA 33079",rodney_perez_142@klb.com,308.858.7837x9213,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 1,"Provides administrative support within the West Division, assisting with scheduling, documentation, and communication tasks.",39250.99,2001.10.18,191-18-6157
118746,Kenneth Thomas Griffin,BS,East Division,"789 EAST BLVD, ALBANY, NY 12201",(518)555-1234,"206 Howard Junction Apt. 657, Thomasberg, NY 24605",kenneth_griffin_107@klb.com,354-594-3283x204,HR,Manage all human resource need of the organization,HR SPECIALIST 1,"Manages recruitment and onboarding, supports employee relations, and maintains compliance with labor laws as Specialist 1.",33028.94,1999.06.06,771 05 5506
257673,Victoria Susan Page,AB,CENTRAL DIVISION,"202 Main St, Columbus, OH 43085",,"22533 DAVID SQUARES APT. 245, PORT BRIAN, OH 08949",victoria_page_149@klb.com,804-851-0106x006,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",27610.64,5/28/1989,478 80 9803
314576,Tracy Tracy Jackson,BS,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"9436 Sonya Loaf Apt. 852, Alexandrafurt, NY 81787",TRACY_JACKSON_182@KLB.COM,273.939.5832x22425,Engineering,Develop and maintain product design specifications and manufacturing protocols.,Engineer Level 3,"WORKS ON TECHNICAL PROJECTS, ENSURES COMPLIANCE WITH SAFETY STANDARDS, AND PROVIDES ENGINEERING SOLUTIONS AS ENGINEER LEVEL 3.",110925.29,1982.12.13,367-65-1519
482656,Holly Kristen Rose,BS,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"04767 James Lane Apt. 828, Evanshaven, NY 59056",holly_rose_180@klb..com,720-575-3136,ADMINISTRATIVE,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 3,"Provides administrative support within the East Division, assisting with scheduling, documentation, and communication tasks.",43353.24,1971.02.04,381 97 2233
234073,JOHN OSCAR DIAZ,BS,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"045 Wells Drive Apt. 311, West Jessica, CA 08160",john_diaz_110@klb.com,001-926-937-5105,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 6,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",32280.11,7/24/1994,141-67-7760
281646,WILLIE ANDREW COMPTON,GED,CENTRAL DIVISION,"202 Main St, Columbus, OH 43085",(916)555-6789,"84725 Harris Ridges Suite 199, Monicachester, OH 44235",WILLIE_COMPTON_137@KLB.COM,001-245-940-1109x57562,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 4,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",37286.43,1988.10.14,667 48 4260
218130,Michael Christopher Ponce,CTE,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"0621 LOPEZ MISSION APT. 007, NORTH JESSICABURGH, CA 00642",michael_ponce_142@klb.com,979.943.6975x9100,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 2,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",32658.6,11/6/2001,732/11/9308
219207,"James Daniel Owen, PhD",BS,North Division,"123 NORTH ST, SPRINGFIELD, IL 62701",,"5732 Price Crossing Apt. 884, Jackshire, IL 51593","james_daniel_owen,_phd_148@klb..com",001-293-938-9472x697,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 3,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",29436.29,6/20/1981,798 59 0173
164361,Alexandra Tonya Lam,AB,WEST DIVISION,"101 WEST DR, SACRAMENTO, CA 94203",(916)555-5678,"34981 Duncan Corner, Washingtonfort, CA 77868",alexandra_lam_143@klb..com,(548)778-2972,HR,Manage all human resource need of the organization,HR Specialist 4,"Manages recruitment and onboarding, supports employee relations, and maintains compliance with labor laws as Specialist 4.",42507.99,11/1/1994,489-98-6180
492976,Richard Timothy Gross,HS,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"310 GOMEZ PARK APT. 030, SOUTH MARK, OH 54810",richard_gross_134@klb.com,5887958697,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 1,"Provides administrative support within the Central Division, assisting with scheduling, documentation, and communication tasks.",37215.01,8/2/1999,307-27-4192
313289,Jason William Mullen,MS,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"377 MICHELE HIGHWAY, NEW JOHN, NY 56942",jason_william_mullen_129@klb.com,+1-209-612-0364x451,Engineering,Develop and maintain product design specifications and manufacturing protocols.,Engineer Level 3,"Works on technical projects, ensures compliance with safety standards, and provides engineering solutions as Engineer Level 3.",,1996.02.23,554/09/7171
483614,Jasmine Jennifer Smith,HS,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"1611 Jamie Isle Suite 322, Rebeccaland, NY 67447",JASMINE_SMITH_180@KLB.COM,(456)896-1921,ADMINISTRATIVE,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 7,"PROVIDES ADMINISTRATIVE SUPPORT WITHIN THE EAST DIVISION, ASSISTING WITH SCHEDULING, DOCUMENTATION, AND COMMUNICATION TASKS.",49222.7,9/21/2002,462 95 5111
294840,Jon Ryan Mccoy,CTE,CENTRAL DIVISION,"202 Main St, Columbus, OH 43085",(916)555-6789,"2340 Wendy Gateway Suite 907, West Amandaside, OH 92513",JON_MCCOY_139@KLB.COM,+1-361-361-1930x9097,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 3,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",32707.26,10/4/1971,484/18/5230
285916,Paul Anthony Howard,GED,West Division,"101 WEST DR, SACRAMENTO, CA 94203",(916)555-5678,"95261 Kristen Oval, Melissamouth, CA 71054",paul_howard_198@klb.com,8266381528,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 5,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",39792.49,7/12/1985,655 90 8986
280269,Joseph Michael Freeman,CTE,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"79897 Lauren Locks, Hortonburgh, NY 87868",joseph_michael_freeman_151@klb.com,+1-913-706-6411x5133,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 1,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",27954.48,2/1/1971,835 37 1764
275320,ALYSSA REGINA SALINAS,AB,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"89568 Joseph Fall Apt. 504, New Andrea, TX 03335",ALYSSA_SALINAS_127@KLB.COM,(373)546-5475x922,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 6,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",36395.62,4/12/1990,108 18 2115
131959,Daniel Russell Young,PhD,South Division,"456 SOUTH AVE, AUSTIN, TX 73301",(512)555-6789,"21965 Ricardo Underpass Apt. 383, New Christina, TX 37117",daniel_young_187@klb.com,259-433-6582x3816,HR,Manage all human resource need of the organization,HR Manager Level 1,"Provides strategic workforce planning, manages employee performance, and oversees HR policies as HR Manager Level 1.",85571.86,1986.07.21,389 78 9601
233068,Cynthia Grace Johns,CTE,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"4544 Amy Square, Michelleberg, OH 05052",cynthia_grace_johns_192@klb.com,218-522-4620x932,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE CENTRAL DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",32176.37,12/11/2000,704 27 1757
430603,Jeremy Mark Vega,HS,East Division,"789 EAST BLVD, ALBANY, NY 12201",(518)555-1234,"021 Booker Stravenue Apt. 830, Gibsonmouth, NY 72462",JEREMY_VEGA_119@KLB.COM,(712)862-6439,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 1,"Provides administrative support within the East Division, assisting with scheduling, documentation, and communication tasks.",33123.72,8/11/1996,657-66-4375
274935,Joshua William Simpson,BS,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"82963 REBECCA HAVEN APT. 782, WEST LAURIE, OH 81047",JOSHUA_SIMPSON_160@KLB.COM,+1-263-326-2129x20733,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 4,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",33280.02,1996.04.28,685 14 1333
251057,Dustin Michael Bryant,BS,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"40430 Lisa Rest Suite 643, Christinebury, TX 58172",dustin_bryant_133@klb.com,867.662.0872,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 4,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",33643.08,1986.07.30,005-16-2940
210812,Kyle Russell Green,BS,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"262 David Landing Suite 042, Monicaport, TX 42875",kyle_green_162@klb.com,(225)499-5690x1572,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 5,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",36259.37,1/20/1984,273 56 5539
442413,Ryan Steve Kim,AB,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"59183 HOLLY MOUNTAINS, NORTH BRIANVIEW, TX 53320",ryan_kim_175@klb.com,(361)645-9011x07977,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 2,"Provides administrative support within the South Division, assisting with scheduling, documentation, and communication tasks.",41743.66,1966.08.24,021 96 4304
225978,Adrienne Michele Lowery,BS,West Division,"101 WEST DR, SACRAMENTO, CA 94203",(916)555-5678,"57760 Lawrence Plaza, West George, CA 33807",adrienne_lowery_133@klb.com,3222671350,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 5,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",38648.56,2003.06.02,857/18/0295
394488,Christopher Gary Wells,MS,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"471 Candice Estates Suite 254, Lake Sharon, OH 07982",christopher_wells_160@klb.com,232-668-0071x2237,Engineering,Develop and maintain product design specifications and manufacturing protocols.,Engineer Level 1,"Works on technical projects, ensures compliance with safety standards, and provides engineering solutions as Engineer Level 1.",,7/18/1981,642 73 3879
269562,Joshua Greg Moore,BS,EAST DIVISION,"789 East Blvd, Albany, NY 12201",(518)555-1234,"22777 Rodriguez River, Millertown, NY 89898",joshua_moore_191@klb.com,001-479-418-2921x8343,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",35537.17,8/23/1991,055 95 7992
399218,Angel Brenda Pham,MS,NORTH DIVISION,"123 North St, Springfield, IL 62701",(217)555-1234,"04518 JOSEPH GROVES APT. 714, ETHANLAND, IL 66025",angel_pham_103@klb.com,(956)977-8200x586,Engineering,Develop and maintain product design specifications and manufacturing protocols.,Engineer Level 3,"WORKS ON TECHNICAL PROJECTS, ENSURES COMPLIANCE WITH SAFETY STANDARDS, AND PROVIDES ENGINEERING SOLUTIONS AS ENGINEER LEVEL 3.",89935.25,12/5/1997,656-30-0715
297908,Joseph Keith Coleman,HS,North Division,"123 NORTH ST, SPRINGFIELD, IL 62701",(217)555-1234,"4612 Cook Junction Apt. 360, South Melissa, IL 22918",joseph_coleman_181@klb.com,201.976.5012,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 5,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",38832.73,3/15/2000,165 12 2557
217118,Anna Erin Travis,BS,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"223 Clark Burg, Thomasstad, OH 89146",anna_travis_105@klb.com,(541)484-4587,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 4,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE CENTRAL DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",37869.09,1993.09.30,703-34-1953
279785,Amy Kristine Bell,HS,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"79283 WILLIAMS SQUARE, MOORESHIRE, OH 04187",AMY_BELL_200@KLB.COM,7089429939,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 6,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",38752.66,2004.06.16,533 98 2047
318258,Sarah Cheryl Edwards,PhD,North Division,"123 NORTH ST, SPRINGFIELD, IL 62701",(217)555-1234,"500 PARK PRAIRIE, EAST DONALDBERG, IL 78945",sarah_edwards_142@klb.com,376.592.1929,Engineering,Develop and maintain product design specifications and manufacturing protocols.,Engineering Manager Level 1,"Leads engineering teams, monitors project progress, and ensures timely delivery as Engineering Manager Level 1.",154072.26,1/23/1981,568/30/9017
238050,Paul Christopher Meza,HS,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"703 GALLOWAY CIRCLES, SOUTH ASHLEYHAVEN, OH 91219",PAUL_MEZA_133@KLB.COM,323.267.8735,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 3,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",30935.36,10/13/1980,443 57 4018
260429,Matthew Eric Olsen,HS,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"1740 Smith Spring, Elizabethside, OH 24059",matthew_olsen_174@klb.com,001-253-535-9581,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 4,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",30702.53,4/21/1995,693-29-4399
281570,John Chad Burns,HS,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"608 Michele Course Suite 932, Freemanfurt, IL 17398",JOHN_BURNS_128@KLB.COM,325.549.7917x10645,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 9,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",34294.54,2/17/1970,854/39/7922
311700,Maxwell Marcus Velazquez,BS,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"770 ASHLEY TERRACE, LAKE RANDY, IL 75838",MAXWELL_VELAZQUEZ_106@KLB..COM,490.387.7684x8312,Engineering,Develop and maintain product design specifications and manufacturing protocols.,Engineer Level 1,"Works on technical projects, ensures compliance with safety standards, and provides engineering solutions as Engineer Level 1.",103694.16,9/29/1985,714 66 3558
235097,Jonathan Daniel Clark,HS,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"31699 Carla Skyway Apt. 694, Ortizhaven, NY 93726",JONATHAN_CLARK_136@KLB..COM,586-544-8699,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 2,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",30399.16,10/8/1994,184/53/9252
271268,Amanda Deanna Owens,GED,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"5235 Scott Plains Suite 032, Kathleenville, NY 79781",amanda_owens_121@klb..com,001-996-301-9106,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 3,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE EAST DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",29044.9,5/22/1981,295-76-0708
250464,James Ryan Tucker,HS,Central Division,"202 MAIN ST, COLUMBUS, OH 43085",(916)555-6789,"5247 Frederick Turnpike, North Brett, OH 99846",james_tucker_185@klb.com,(440)655-4424x45204,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 8,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",37251.15,1969.11.24,086 75 4666
265127,Hailey Mary Huff,CTE,NORTH DIVISION,"123 North St, Springfield, IL 62701",(217)555-1234,"0629 Valdez Prairie Apt. 329, Watsontown, IL 18166",hailey_huff_117@klb.com,001-610-869-7436,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 6,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",33274.02,2000.07.19,504-27-1347
